#,id,users_id,workout_datetime,L_max_speed,R_max_speed,L_max_force,R_max_force,L_avr_speed,R_avr_speed,L_avr_force,R_avr_force,weight_value,speed_value,set_seq,reps,workouttime,breaktime,workouttype_code
819,56784,100002897,1666768574,788.00,789.00,0.00,0.00,380.54,380.50,25.60,23.59,55.00,0.00,6,6,688,214,2
820,56977,100002897,1666864116,1003.00,1002.00,0.00,0.00,531.79,531.91,14.47,13.30,30.00,0.00,1,5,221,205,2
821,57315,100002897,1667209190,1003.00,1002.00,0.00,0.00,449.02,449.14,15.64,13.81,30.00,0.00,1,14,60,21,2
822,57316,100002897,1667209290,1003.00,1002.00,0.00,0.00,464.17,464.32,18.54,15.89,35.00,0.00,2,15,160,57,2
823,57317,100002897,1667209375,1002.00,1002.00,0.00,0.00,498.02,498.16,18.24,16.25,35.00,0.00,3,14,245,47,2
824,57318,100002897,1667209464,1003.00,1002.00,0.00,0.00,495.65,495.65,18.44,16.33,35.00,0.00,4,13,334,51,2
825,57319,100002897,1667209532,812.00,811.00,0.00,0.00,359.27,359.11,23.80,22.76,50.00,0.00,5,6,403,46,2
826,57320,100002897,1667209618,831.00,830.00,0.00,0.00,382.27,382.31,23.21,22.41,50.00,0.00,6,6,488,64,2
827,57321,100002897,1667209665,1001.00,1001.00,0.00,0.00,506.47,506.32,21.66,20.20,45.00,0.00,7,8,536,23,2
828,57322,100002897,1667209735,1001.00,1001.00,0.00,0.00,566.87,566.42,21.61,19.70,45.00,0.00,8,6,606,49,2
829,57323,100002897,1667209863,925.00,999.00,0.00,0.00,311.68,391.07,9.73,10.10,10.00,0.00,1,29,56,20,3
830,57324,100002897,1667209953,0.00,0.00,19.25,20.28,0.00,0.00,14.09,13.92,15.00,30.00,1,14,60,21,3
831,57325,100002897,1667210016,0.00,0.00,16.24,17.84,0.00,0.00,12.23,13.26,20.00,30.00,2,10,122,30,3
832,57326,100002897,1667210196,0.00,0.00,17.70,19.13,0.00,0.00,12.83,13.72,20.00,30.00,3,15,303,140,3
833,57440,100002897,1667296404,1003.00,1002.00,0.00,0.00,507.34,507.49,15.93,14.01,30.00,0.00,1,15,74,35,2
834,57442,100002897,1667296476,0.00,0.00,28.71,25.87,0.00,0.00,20.72,19.41,30.00,30.00,1,11,54,14,2
835,57443,100002897,1667296613,0.00,0.00,30.06,26.53,0.00,0.00,20.21,19.24,30.00,30.00,2,11,190,94,2
836,57444,100002897,1667296806,0.00,0.00,31.94,28.66,0.00,0.00,22.93,20.16,30.00,30.00,3,8,383,160,2
837,57445,100002897,1667296861,971.00,970.00,0.00,0.00,380.55,380.52,7.91,7.09,15.00,0.00,1,11,45,15,6
838,57447,100002897,1667296994,820.00,821.00,0.00,0.00,341.26,341.41,10.22,9.41,20.00,0.00,2,13,177,99,6
839,57448,100002897,1667297103,834.00,834.00,0.00,0.00,346.91,347.08,10.38,9.42,20.00,0.00,3,13,286,78,6
840,57521,100002897,1667377427,0.00,0.00,22.38,23.58,0.00,0.00,13.41,14.39,15.00,30.00,1,16,64,23,3
841,57522,100002897,1667377543,0.00,0.00,19.20,19.39,0.00,0.00,13.75,13.33,20.00,30.00,2,16,180,69,3
842,57525,100002897,1667377661,0.00,0.00,23.71,23.55,0.00,0.00,16.91,16.87,25.00,25.00,3,13,298,77,3
843,57717,100002897,1667469111,903.00,901.00,0.00,0.00,458.71,458.50,25.46,1.22,30.00,0.00,1,5,32,15,2
844,57718,100002897,1667469150,1002.00,1002.00,0.00,0.00,507.20,507.42,17.58,6.62,25.00,0.00,2,10,70,11,2
845,57720,100002897,1667469222,1003.00,1002.00,0.00,0.00,571.24,571.53,17.06,8.76,25.00,0.00,3,13,143,39,2
846,58124,100002897,1667814321,1003.00,1003.00,0.00,0.00,508.62,508.86,15.61,14.80,30.00,0.00,1,11,56,25,2
847,58125,100002897,1667814372,1004.00,1003.00,0.00,0.00,601.45,601.59,16.51,15.46,30.00,0.00,2,10,107,24,2
848,58126,100002897,1667814447,1003.00,1002.00,0.00,0.00,593.19,593.14,21.92,20.81,45.00,0.00,3,8,182,50,2
849,58127,100002897,1667814507,861.00,861.00,0.00,0.00,459.36,459.38,25.69,24.37,55.00,0.00,4,7,242,37,2
850,58128,100002897,1667814586,991.00,991.00,0.00,0.00,279.29,279.44,26.58,25.05,60.00,0.00,5,5,321,60,2
851,58129,100002897,1667814682,996.00,996.00,0.00,0.00,329.44,329.61,25.51,24.65,58.00,0.00,6,5,417,78,2
852,58130,100002897,1667814742,851.00,851.00,0.00,0.00,418.77,419.09,22.88,21.50,53.00,0.00,7,4,478,45,2
853,58189,100002897,1667887936,738.00,738.00,0.00,0.00,97.41,97.46,5.25,4.41,10.00,0.00,1,14,95,5,6
854,58224,100002897,1667899939,0.00,0.00,17.86,15.54,0.00,0.00,12.46,10.68,15.00,30.00,1,10,50,18,6
855,58225,100002897,1667900078,0.00,0.00,20.83,20.31,0.00,0.00,14.48,13.29,20.00,25.00,1,13,54,16,6
856,58226,100002897,1667900156,0.00,0.00,16.96,15.37,0.00,0.00,11.96,11.45,20.00,25.00,1,9,48,17,6
857,58227,100002897,1667900313,0.00,0.00,18.01,15.84,0.00,0.00,12.06,10.81,20.00,25.00,2,10,204,121,6
858,58228,100002897,1667900412,0.00,0.00,15.47,14.16,0.00,0.00,12.19,10.66,20.00,25.00,3,8,304,70,6
859,58229,100002897,1667900589,871.00,871.00,0.00,0.00,387.72,387.67,14.11,14.96,30.00,0.00,1,14,159,120,3
860,58230,100002897,1667900705,781.00,781.00,0.00,0.00,348.97,348.76,13.98,14.51,30.00,0.00,2,13,275,76,3
861,59025,100002897,1668494588,1003.00,1002.00,0.00,0.00,526.01,526.08,15.88,15.09,30.00,0.00,1,14,51,13,2
862,59026,100002897,1668494637,1003.00,1002.00,0.00,0.00,543.91,543.95,18.66,17.03,35.00,0.00,2,12,100,16,2
863,59028,100002897,1668494732,1003.00,1003.00,0.00,0.00,507.94,508.06,18.34,16.33,35.00,0.00,3,11,195,62,2
864,59030,100002897,1668495045,1003.00,1002.00,0.00,0.00,464.22,464.27,18.67,16.16,35.00,0.00,4,12,508,276,2
865,59457,100002897,1668679807,1003.00,1002.00,0.00,0.00,533.95,534.05,16.88,14.81,30.00,0.00,1,14,58,18,2
866,59460,100002897,1668680090,1002.00,1002.00,0.00,0.00,519.64,519.67,22.46,20.38,45.00,0.00,2,11,342,250,2
867,59463,100002897,1668680334,999.00,1000.00,0.00,0.00,484.89,485.02,22.37,19.46,45.00,0.00,3,10,586,212,2
868,59656,100002897,1668763909,1003.00,1003.00,0.00,0.00,573.92,574.64,16.62,13.75,30.00,0.00,1,10,65,35,2
869,59657,100002897,1668764011,1003.00,1004.00,0.00,0.00,594.79,595.55,21.56,18.40,40.00,0.00,2,11,168,71,2
870,59658,100002897,1668764274,1000.00,1002.00,0.00,0.00,522.21,522.95,23.99,20.35,50.00,0.00,3,6,430,242,2
871,59892,100002897,1669022858,0.00,0.00,27.88,22.99,0.00,0.00,19.07,16.21,30.00,35.00,1,12,55,14,2
872,59895,100002897,1669022991,0.00,0.00,30.53,24.30,0.00,0.00,21.25,17.55,35.00,30.00,2,10,188,98,2
873,59898,100002897,1669023229,0.00,0.00,32.39,28.22,0.00,0.00,23.86,21.26,40.00,35.00,3,7,426,212,2
874,62365,100002897,1670482086,1002.00,1002.00,0.00,0.00,478.01,478.01,15.83,14.82,30.00,0.00,1,10,39,12,2
875,62366,100002897,1670482167,1003.00,1003.00,0.00,0.00,487.50,487.69,19.01,16.47,35.00,0.00,2,12,120,47,2
876,62367,100002897,1670482247,1003.00,1002.00,0.00,0.00,570.55,570.72,19.23,16.94,35.00,0.00,3,12,201,47,2
877,62368,100002897,1670482316,1003.00,1002.00,0.00,0.00,430.47,430.60,19.29,17.87,40.00,0.00,4,6,269,47,2
878,62369,100002897,1670482372,1003.00,1002.00,0.00,0.00,410.37,410.26,23.10,21.52,50.00,0.00,5,5,325,37,2
879,63218,100002897,1671089626,844.00,844.00,0.00,0.00,339.80,340.31,16.50,12.84,30.00,0.00,1,17,73,19,2
880,63223,100002897,1671089782,820.00,820.00,0.00,0.00,297.65,298.30,18.94,15.21,35.00,0.00,2,15,229,105,2
881,63225,100002897,1671089852,0.00,0.00,27.96,25.62,0.00,0.00,20.14,17.99,35.00,25.00,1,9,61,23,2
882,63229,100002897,1671089978,0.00,0.00,32.84,28.63,0.00,0.00,22.00,19.47,35.00,25.00,2,9,187,89,2
883,63233,100002897,1671090085,0.00,0.00,32.09,26.55,0.00,0.00,20.35,17.61,35.00,25.00,3,7,295,73,2
884,63921,100002897,1671442896,915.00,915.00,0.00,0.00,366.63,367.26,15.84,13.25,30.00,0.00,1,15,71,22,2
885,63922,100002897,1671442955,798.00,799.00,0.00,0.00,317.23,317.73,18.46,15.67,35.00,0.00,2,10,130,22,2
886,63923,100002897,1671443048,907.00,907.00,0.00,0.00,355.31,355.88,22.90,20.25,45.00,0.00,3,11,223,56,2
887,63924,100002897,1671443130,533.00,534.00,0.00,0.00,240.59,241.23,26.30,24.24,55.00,0.00,4,7,305,53,2
888,63925,100002897,1671443245,849.00,850.00,0.00,0.00,264.14,264.74,25.68,23.45,55.00,0.00,1,6,45,19,2
889,63926,100002897,1671443296,0.00,0.00,29.70,26.20,0.00,0.00,19.89,18.92,35.00,30.00,1,8,44,13,2
890,63929,100002897,1671443440,0.00,0.00,31.18,29.96,0.00,0.00,21.27,20.35,35.00,30.00,2,8,188,110,2
891,64062,100002897,1671528663,891.00,891.00,0.00,0.00,354.47,355.08,14.99,13.36,30.00,0.00,1,16,69,25,2
892,64063,100002897,1671528737,1003.00,1003.00,0.00,0.00,443.15,443.66,17.78,16.38,35.00,0.00,2,15,144,38,2
893,64064,100002897,1671528815,570.00,570.00,0.00,0.00,257.00,257.81,26.77,24.27,55.00,0.00,3,8,221,49,2
894,64066,100002897,1671528896,565.00,565.00,0.00,0.00,285.11,285.66,25.04,22.94,55.00,0.00,4,5,303,59,2
895,64068,100002897,1671528956,558.00,558.00,0.00,0.00,244.51,244.97,23.51,21.23,50.00,0.00,5,5,363,37,2
896,66035,100002897,1672827494,0.00,0.00,29.03,26.62,0.00,0.00,21.21,18.07,35.00,25.00,1,9,62,28,2
897,66807,100002897,1673502848,837.00,626.00,0.00,0.00,337.74,272.86,4.96,4.84,5.00,0.00,1,4,19,8,6
898,70363,100002897,1676019143,990.00,990.00,0.00,0.00,378.16,378.68,18.15,15.74,35.00,0.00,1,13,61,20,2
899,74044,100002897,1678345981,786.00,787.00,0.00,0.00,191.96,192.14,5.36,4.59,10.00,0.00,2,11,181,20,1
900,75088,100002897,1678866761,989.00,989.00,0.00,0.00,387.23,387.21,9.45,10.37,20.00,0.00,1,18,58,15,3
901,75089,100002897,1678866835,926.00,926.00,0.00,0.00,306.94,306.85,11.96,12.39,25.00,0.00,2,13,132,35,3
902,75090,100002897,1678866941,737.00,737.00,0.00,0.00,338.95,338.91,14.95,15.65,30.00,0.00,3,12,238,70,3
