,users_id,prediction
0,100000344,1
1,100000344,1
2,100000344,1
3,100000344,1
4,100000344,1
5,100000344,1
6,100000344,1
7,100000344,1
8,100000344,1
9,100000344,1
10,100000344,1
11,100000344,1
12,100000344,1
13,100000344,1
14,100000344,1
15,100000344,1
16,100000344,1
17,100000344,1
18,100000344,1
19,100000344,1
20,100000344,1
21,100000344,1
22,100000344,1
23,100000344,1
24,100000344,1
25,100000344,1
26,100000344,1
27,100000344,1
28,100000344,1
29,100000344,1
30,100000344,1
31,100000344,1
32,100000344,1
33,100000344,1
34,100000344,1
35,100000344,1
36,100000344,1
37,100000344,1
38,100000344,1
39,100000344,1
40,100000344,1
41,100000344,1
42,100000344,1
43,100000344,1
44,100000344,1
45,100000344,1
46,100000344,1
47,100000344,1
48,100000344,1
49,100000344,1
50,100000344,1
51,100000344,1
52,100000344,1
53,100000344,1
54,100000344,1
55,100000344,1
56,100000344,1
57,100000344,1
58,100000344,1
59,100000344,1
60,100000344,1
61,100000344,1
62,100000344,1
63,100000344,1
64,100000344,1
65,100000344,1
66,100000344,1
67,100000344,1
68,100000344,1
69,100000344,1
70,100000344,1
71,100000344,1
72,100000344,1
73,100000344,1
74,100000344,1
75,100000344,1
76,100000344,1
77,100000344,1
78,100000344,1
79,100000344,1
80,100000344,1
81,100000344,1
82,100000344,1
83,100000344,1
84,100000344,1
85,100000344,1
86,100000344,1
87,100000344,1
88,100000344,1
89,100000344,1
90,100000344,1
91,100000344,1
92,100000344,1
93,100000344,1
94,100000344,1
95,100000344,1
96,100000344,1
97,100000344,1
98,100000344,1
99,100000344,1
100,100000344,1
101,100000344,1
102,100000344,1
103,100000344,1
104,100000344,1
105,100000344,1
106,100000344,1
107,100000344,1
108,100000344,1
109,100000344,1
110,100000344,1
111,100000344,1
112,100000344,1
113,100000344,1
114,100000344,1
115,100000344,1
116,100000344,1
117,100000344,1
118,100000344,1
119,100000344,1
120,100000344,1
121,100000344,1
122,100000344,1
123,100000344,1
124,100000344,1
125,100000344,1
126,100000344,1
127,100000344,1
128,100000344,1
129,100000344,1
130,100000344,1
131,100000344,1
132,100000344,1
133,100000344,1
134,100000344,1
135,100000344,1
136,100000344,1
137,100000344,1
138,100000344,1
139,100000344,1
140,100000344,1
141,100000344,1
142,100000344,1
143,100000344,1
144,100000344,1
145,100000344,1
146,100000344,1
147,100000344,1
148,100000344,1
149,100000344,1
150,100000344,1
151,100000344,1
152,100000344,1
153,100000344,1
154,100000344,1
155,100000344,1
156,100000344,1
157,100000344,1
158,100000344,1
159,100000344,1
160,100000344,1
161,100000344,1
162,100000344,1
163,100000344,1
164,100000344,1
165,100000344,1
166,100000344,1
167,100000344,1
168,100000344,1
169,100000344,1
170,100000344,1
171,100000344,1
172,100000344,1
173,100000344,1
174,100000344,1
175,100000344,1
176,100000344,1
177,100000344,0
178,100000344,0
179,100000344,0
180,100000344,0
181,100000344,0
182,100000344,0
183,100000344,0
184,100000344,0
185,100000344,0
186,100000344,0
187,100000344,0
188,100000344,0
189,100000344,0
190,100000344,0
191,100000344,0
192,100000344,0
193,100000344,0
194,100000344,0
195,100000344,0
196,100000344,0
197,100000344,0
198,100000344,0
199,100000344,0
200,100000344,0
201,100000344,0
202,100000344,0
203,100000344,0
204,100000344,0
205,100000344,0
206,100000344,0
207,100000344,0
208,100000344,0
209,100000344,0
210,100000344,0
211,100000344,0
212,100000344,0
213,100000344,0
214,100000344,0
215,100000344,0
216,100000344,0
217,100000344,0
218,100000344,0
219,100000344,0
220,100000344,0
221,100000344,0
222,100000344,0
223,100000344,0
224,100000344,0
225,100000344,0
226,100000344,0
227,100000344,0
228,100000344,0
229,100000344,0
230,100000344,0
231,100000344,0
232,100000344,0
233,100000344,0
234,100000344,0
235,100000344,0
236,100000344,0
237,100000344,0
238,100000344,0
239,100000344,0
240,100000344,0
241,100000344,0
242,100000344,0
243,100000344,0
244,100000344,0
245,100000344,0
246,100000344,0
247,100000344,0
248,100000344,0
249,100000344,0
250,100000344,0
251,100000344,0
252,100000344,0
253,100000344,0
254,100000344,0
255,100000344,0
256,100000344,0
257,100000344,0
258,100000344,0
259,100000344,0
260,100000344,0
261,100000344,0
262,100000344,0
263,100000344,0
264,100000344,0
265,100000344,0
266,100000344,0
267,100000344,0
268,100000344,0
269,100000344,0
270,100000344,0
271,100000344,0
272,100000344,0
273,100000344,0
274,100000344,0
275,100000344,0
276,100000344,0
277,100000344,0
278,100000344,0
279,100000344,0
280,100000344,0
281,100000344,0
282,100000344,0
283,100000344,0
284,100000344,0
285,100000344,0
286,100000344,0
287,100000344,0
288,100000344,0
289,100000344,0
290,100000344,0
291,100000344,0
292,100000344,0
293,100000344,0
294,100000344,0
295,100000344,0
296,100000344,0
297,100000344,0
298,100000344,0
299,100000344,0
300,100000344,0
301,100000344,0
302,100000344,0
303,100000344,0
304,100000344,0
305,100000344,0
306,100000344,0
307,100000344,0
308,100000344,0
309,100000344,0
310,100000344,0
311,100000344,0
312,100000344,0
313,100000344,0
314,100000344,0
315,100000344,0
316,100000344,0
317,100000344,0
318,100000344,0
319,100000344,0
320,100000344,0
321,100000344,0
322,100000344,0
323,100000344,0
324,100000344,0
325,100000344,0
326,100000344,0
327,100000344,0
328,100000344,0
329,100000344,0
330,100000344,0
331,100000344,0
332,100000344,0
333,100000344,0
334,100000344,0
335,100000344,0
336,100000344,0
337,100000344,0
338,100000344,0
339,100000344,0
340,100000344,0
341,100000344,0
342,100000344,0
343,100000344,0
344,100000344,0
345,100000344,0
346,100000344,0
347,100000344,0
348,100000344,0
349,100000344,0
350,100000344,0
351,100000344,0
352,100000344,0
353,100000344,0
354,100000344,0
355,100000344,0
356,100000344,0
357,100000344,0
358,100000344,0
359,100000344,0
360,100000344,0
361,100000344,0
362,100000344,0
363,100000344,0
364,100000344,0
365,100000344,0
366,100000344,0
367,100000344,0
368,100000344,0
369,100000344,0
370,100000344,0
371,100000344,0
372,100000344,0
373,100000344,0
374,100000344,0
375,100000344,0
376,100000344,0
377,100000344,0
378,100000344,0
379,100000344,0
380,100000344,0
381,100000344,0
382,100000344,0
383,100000344,0
384,100000344,0
385,100000344,0
386,100000344,0
387,100000344,0
388,100000344,0
389,100000344,0
390,100000344,0
391,100000344,0
392,100000344,0
393,100000344,0
394,100000344,0
395,100000344,0
396,100000344,0
397,100000344,0
398,100000344,0
399,100000344,0
400,100000344,0
401,100000344,0
402,100000344,0
403,100000344,0
404,100000344,0
405,100000344,0
406,100000344,0
407,100000344,0
408,100000344,0
409,100000344,0
410,100000344,0
411,100000344,0
412,100000344,0
413,100000344,0
414,100000344,0
415,100000344,0
416,100000344,0
417,100000344,0
418,100000344,0
419,100000344,0
420,100000344,0
421,100000344,0
422,100000344,0
423,100000344,0
424,100000344,0
425,100000344,0
426,100000344,0
427,100000344,0
428,100000344,0
429,100000344,0
430,100002897,1
431,100002897,1
432,100002897,1
433,100002897,1
434,100002897,1
435,100002897,1
436,100002897,1
437,100002897,1
438,100002897,1
439,100002897,1
440,100002897,1
441,100002897,1
442,100002897,1
443,100002897,1
444,100002897,1
445,100002897,1
446,100002897,1
447,100002897,1
448,100002897,1
449,100002897,1
450,100002897,1
451,100002897,1
452,100002897,1
453,100002897,1
454,100002897,1
455,100002897,1
456,100002897,1
457,100002897,1
458,100002897,1
459,100002897,1
460,100002897,1
461,100002897,1
462,100002897,1
463,100002897,1
464,100002897,1
465,100002897,1
466,100002897,1
467,100002897,1
468,100002897,1
469,100002897,1
470,100002897,1
471,100002897,1
472,100002897,1
473,100002897,1
474,100002897,1
475,100002897,1
476,100002897,1
477,100002897,1
478,100002897,1
479,100002897,0
480,100002897,0
481,100002897,0
482,100002897,0
483,100002897,0
484,100002897,0
485,100002897,0
486,100002897,0
487,100002897,0
488,100002897,0
489,100002897,0
490,100002897,0
491,100002897,0
